epoch	batch	is_validation	loss_FullyConnected	acc_FullyConnected
1	100.0	False	2.277383394241333	
1	200.0	False	2.024543995857239	
1	300.0	False	1.7908986175060273	
1	400.0	False	1.6156300568580628	
1	500.0	False	1.5635376977920532	
1	600.0	False	1.4509929412603377	
1	700.0	False	1.349262821674347	
1	800.0	False	1.2299700373411178	
1	900.0	False	1.1005056369304658	
1	1000.0	False	1.1058834367990493	
1	1100.0	False	1.001516728103161	
1	1200.0	False	0.9943841481208802	
1	1300.0	False	0.9673292696475982	
1	1400.0	False	0.8179848065972328	
1	1500.0	False	0.8712027651071549	
1	1600.0	False	0.7628744065761566	
1	1700.0	False	0.7698459255695344	
1	1800.0	False	0.7604851704835892	
1	1900.0	False	0.7323782750964165	
1	2000.0	False	0.7335773923993111	
1	2100.0	False	0.7570676001906395	
1	2200.0	False	0.6923761796951294	
1	2300.0	False	0.6337605494260788	
1	2400.0	False	0.659980506002903	
1	2500.0	False	0.6081576347351074	
1	2600.0	False	0.5578367400169373	
1	2700.0	False	0.5687871235609054	
1	2800.0	False	0.564774654507637	
1	2900.0	False	0.5479260158538818	
1	3000.0	False	0.49552661076188087	
1	3100.0	False	0.5690894468128681	
1	3200.0	False	0.47182711467146876	
1	3300.0	False	0.4567344756424427	
1		False		0.7071666666666667
1		True	0.45541817967096965	0.8966666666666666
2	100.0	False	0.4415521065890789	
2	200.0	False	0.4178372763097286	
2	300.0	False	0.3874889028072357	
2	400.0	False	0.39127605989575387	
2	500.0	False	0.41269405543804166	
2	600.0	False	0.400033978074789	
2	700.0	False	0.3654798379540443	
2	800.0	False	0.3439912287890911	
2	900.0	False	0.3391779451072216	
2	1000.0	False	0.3134046831727028	
2	1100.0	False	0.37940702348947525	
2	1200.0	False	0.3824609178304672	
2	1300.0	False	0.3212242153286934	
2	1400.0	False	0.3134227450191975	
2	1500.0	False	0.3251570236682892	
2	1600.0	False	0.33058955922722816	
2	1700.0	False	0.32864448219537734	
2	1800.0	False	0.30255469590425493	
2	1900.0	False	0.28470286443829534	
2	2000.0	False	0.3399673944711685	
2	2100.0	False	0.3109137400984764	
2	2200.0	False	0.25832713648676875	
2	2300.0	False	0.30134560823440554	
2	2400.0	False	0.2859399695694447	
2	2500.0	False	0.29366520307958127	
2	2600.0	False	0.2847090098261833	
2	2700.0	False	0.26031135231256486	
2	2800.0	False	0.300808929502964	
2	2900.0	False	0.23150003880262374	
2	3000.0	False	0.2575155736505985	
2	3100.0	False	0.2683478048443794	
2	3200.0	False	0.24298011839389802	
2	3300.0	False	0.25303753197193146	
2		False		0.9218333333333333
2		True	0.24674805998802185	0.9416666666666667
3	100.0	False	0.24800712928175928	
3	200.0	False	0.2587258267402649	
3	300.0	False	0.17367127031087876	
3	400.0	False	0.18525103494524955	
3	500.0	False	0.20596505135297774	
3	600.0	False	0.16751263543963432	
3	700.0	False	0.20946530170738697	
3	800.0	False	0.18952589258551597	
3	900.0	False	0.20774637416005134	
3	1000.0	False	0.2144363595545292	
3	1100.0	False	0.21240289613604546	
3	1200.0	False	0.20643197402358054	
3	1300.0	False	0.1923685058951378	
3	1400.0	False	0.17568926006555557	
3	1500.0	False	0.1911851680278778	
3	1600.0	False	0.1876726883649826	
3	1700.0	False	0.18772054344415665	
3	1800.0	False	0.17654562637209892	
3	1900.0	False	0.18980247393250466	
3	2000.0	False	0.15779740065336229	
3	2100.0	False	0.18078429937362672	
3	2200.0	False	0.16280576452612877	
3	2300.0	False	0.16898840099573134	
3	2400.0	False	0.18908367231488227	
3	2500.0	False	0.14906493157148362	
3	2600.0	False	0.1784464403986931	
3	2700.0	False	0.17896781623363495	
3	2800.0	False	0.14639924362301826	
3	2900.0	False	0.19272648185491562	
3	3000.0	False	0.15620631784200667	
3	3100.0	False	0.1378292553126812	
3	3200.0	False	0.18594650760293008	
3	3300.0	False	0.12920524939894676	
3		False		0.9531111111111111
3		True	0.1961726020971934	0.9551666666666667
4	100.0	False	0.15356690928339958	
4	200.0	False	0.1367156945168972	
4	300.0	False	0.12412368714809417	
4	400.0	False	0.1183609437942505	
4	500.0	False	0.13039742827415465	
4	600.0	False	0.11116612821817398	
4	700.0	False	0.13645109549164772	
4	800.0	False	0.12462177187204361	
4	900.0	False	0.14478950545191765	
4	1000.0	False	0.13485463842749595	
4	1100.0	False	0.12700303092598916	
4	1200.0	False	0.14585499629378318	
4	1300.0	False	0.14811779275536538	
4	1400.0	False	0.11317338839173317	
4	1500.0	False	0.16716395780444146	
4	1600.0	False	0.13426143646240235	
4	1700.0	False	0.12086626082658768	
4	1800.0	False	0.12735959827899934	
4	1900.0	False	0.1282125134766102	
4	2000.0	False	0.1397838568687439	
4	2100.0	False	0.1348402075469494	
4	2200.0	False	0.15548581063747405	
4	2300.0	False	0.13085699543356896	
4	2400.0	False	0.15467675268650055	
4	2500.0	False	0.13467527598142623	
4	2600.0	False	0.12910909146070482	
4	2700.0	False	0.11573116451501847	
4	2800.0	False	0.12166798375546932	
4	2900.0	False	0.11775094076991081	
4	3000.0	False	0.12722257912158966	
4	3100.0	False	0.10969191670417786	
4	3200.0	False	0.11342403888702393	
4	3300.0	False	0.13097490191459657	
4		False		0.9663888888888889
